/Users/joelu/dataaa/track 2/data1/IMG/center_2020_09_13_19_56_45_820.jpg,/Users/joelu/dataaa/track 2/data1/IMG/left_2020_09_13_19_56_45_820.jpg,/Users/joelu/dataaa/track 2/data1/IMG/right_2020_09_13_19_56_45_820.jpg,0,0,0,1.769316
/Users/joelu/dataaa/track 2/data1/IMG/center_2020_09_13_19_56_45_893.jpg,/Users/joelu/dataaa/track 2/data1/IMG/left_2020_09_13_19_56_45_893.jpg,/Users/joelu/dataaa/track 2/data1/IMG/right_2020_09_13_19_56_45_893.jpg,0,0,0,1.755097
/Users/joelu/dataaa/track 2/data1/IMG/center_2020_09_13_19_56_45_971.jpg,/Users/joelu/dataaa/track 2/data1/IMG/left_2020_09_13_19_56_45_971.jpg,/Users/joelu/dataaa/track 2/data1/IMG/right_2020_09_13_19_56_45_971.jpg,0,0,0,1.740991
/Users/joelu/dataaa/track 2/data1/IMG/center_2020_09_13_19_56_46_047.jpg,/Users/joelu/dataaa/track 2/data1/IMG/left_2020_09_13_19_56_46_047.jpg,/Users/joelu/dataaa/track 2/data1/IMG/right_2020_09_13_19_56_46_047.jpg,0,0,0,1.730487
/Users/joelu/dataaa/track 2/data1/IMG/center_2020_09_13_19_56_46_123.jpg,/Users/joelu/dataaa/track 2/data1/IMG/left_2020_09_13_19_56_46_123.jpg,/Users/joelu/dataaa/track 2/data1/IMG/right_2020_09_13_19_56_46_123.jpg,0,0,0,1.71658
/Users/joelu/dataaa/track 2/data1/IMG/center_2020_09_13_19_56_46_198.jpg,/Users/joelu/dataaa/track 2/data1/IMG/left_2020_09_13_19_56_46_198.jpg,/Users/joelu/dataaa/track 2/data1/IMG/right_2020_09_13_19_56_46_198.jpg,0,0,0,1.702785
/Users/joelu/dataaa/track 2/data1/IMG/center_2020_09_13_19_56_46_279.jpg,/Users/joelu/dataaa/track 2/data1/IMG/left_2020_09_13_19_56_46_279.jpg,/Users/joelu/dataaa/track 2/data1/IMG/right_2020_09_13_19_56_46_279.jpg,0,0,0,1.6891
/Users/joelu/dataaa/track 2/data1/IMG/center_2020_09_13_19_56_46_346.jpg,/Users/joelu/dataaa/track 2/data1/IMG/left_2020_09_13_19_56_46_346.jpg,/Users/joelu/dataaa/track 2/data1/IMG/right_2020_09_13_19_56_46_346.jpg,0,0,0,1.678909
/Users/joelu/dataaa/track 2/data1/IMG/center_2020_09_13_19_56_46_423.jpg,/Users/joelu/dataaa/track 2/data1/IMG/left_2020_09_13_19_56_46_423.jpg,/Users/joelu/dataaa/track 2/data1/IMG/right_2020_09_13_19_56_46_423.jpg,0,0.038661,0,1.632873
/Users/joelu/dataaa/track 2/data1/IMG/center_2020_09_13_19_56_46_490.jpg,/Users/joelu/dataaa/track 2/data1/IMG/left_2020_09_13_19_56_46_490.jpg,/Users/joelu/dataaa/track 2/data1/IMG/right_2020_09_13_19_56_46_490.jpg,0,0.28206,0,1.81666
/Users/joelu/dataaa/track 2/data1/IMG/center_2020_09_13_19_56_46_562.jpg,/Users/joelu/dataaa/track 2/data1/IMG/left_2020_09_13_19_56_46_562.jpg,/Users/joelu/dataaa/track 2/data1/IMG/right_2020_09_13_19_56_46_562.jpg,0,0.4867172,0,2.143544
